550	89	Hyponym-Of
584	585	Hyponym-Of
586	587	Used-for
421	77	Used-for
550	588	Evaluate-for
307	589	Used-for
590	591	Part-of
4	3	Evaluate-for
592	593	Part-of
594	254	Part-of
595	52	Hyponym-Of
97	596	Conjunction
597	253	Used-for
101	598	Part-of
599	600	Part-of
601	507	Part-of
602	94	Part-of
461	603	Compare
604	605	Part-of
294	606	Used-for
291	607	Used-for
608	49	Used-for
109	609	Evaluate-for
610	386	Part-of
611	612	Evaluate-for
613	614	Part-of
615	245	Is-a-Prerequisite-of
616	507	Part-of
216	617	Conjunction
49	443	Used-for
618	619	Hyponym-Of
183	620	Part-of
621	443	Hyponym-Of
292	622	Used-for
623	555	Part-of
624	163	Used-for
625	626	Used-for
443	627	Part-of
628	53	Hyponym-Of
629	630	Used-for
265	375	Used-for
631	476	Compare
494	100	Is-a-Prerequisite-of
632	633	Part-of
608	634	Used-for
635	434	Used-for
636	637	Compare
638	639	Compare
144	92	Evaluate-for
640	641	Part-of
642	643	Hyponym-Of
202	49	Used-for
644	645	Used-for
646	292	Hyponym-Of
647	648	Part-of
649	650	Evaluate-for
651	652	Part-of
653	21	Evaluate-for
654	655	Conjunction
212	656	Used-for
657	175	Evaluate-for
132	658	Evaluate-for
659	89	Part-of
487	660	Used-for
661	662	Conjunction
663	130	Compare
664	665	Used-for
666	667	Is-a-Prerequisite-of
668	669	Is-a-Prerequisite-of
87	670	Used-for
671	672	Used-for
673	674	Used-for
233	675	Evaluate-for
676	8	Evaluate-for
677	377	Is-a-Prerequisite-of
38	678	Used-for
679	680	Part-of
681	507	Part-of
682	683	Used-for
684	361	Part-of
685	686	Used-for
687	688	Used-for
689	690	Is-a-Prerequisite-of
691	692	Evaluate-for
693	694	Is-a-Prerequisite-of
523	353	Is-a-Prerequisite-of
690	695	Used-for
696	193	Hyponym-Of
569	301	Evaluate-for
270	697	Part-of
154	698	Part-of
699	280	Used-for
162	700	Evaluate-for
114	274	Part-of
134	701	Used-for
150	702	Used-for
310	703	Is-a-Prerequisite-of
704	648	Used-for
705	706	Compare
59	707	Is-a-Prerequisite-of
690	708	Is-a-Prerequisite-of
709	710	Part-of
233	564	Evaluate-for
401	711	Part-of
712	648	Part-of
713	188	Used-for
198	538	Conjunction
502	714	Evaluate-for
27	347	Part-of
715	40	Evaluate-for
716	717	Evaluate-for
671	718	Used-for
719	720	Hyponym-Of
721	722	Used-for
7	723	Compare
627	724	Evaluate-for
487	725	Part-of
726	74	Compare
727	728	Evaluate-for
174	729	Evaluate-for
527	730	Compare
731	163	Evaluate-for
182	280	Used-for
255	732	Is-a-Prerequisite-of
523	626	Evaluate-for
479	733	Hyponym-Of
685	734	Part-of
186	576	Is-a-Prerequisite-of
150	690	Is-a-Prerequisite-of
735	325	Used-for
736	430	Is-a-Prerequisite-of
11	443	Part-of
737	738	Compare
543	739	Used-for
740	741	Part-of
313	742	Used-for
743	744	Part-of
202	745	Used-for
15	746	Used-for
3	747	Used-for
748	733	Hyponym-Of
749	16	Used-for
28	517	Part-of
43	750	Used-for
655	84	Used-for
751	248	Part-of
752	352	Used-for
753	63	Hyponym-Of
754	449	Used-for
404	755	Conjunction
202	756	Used-for
757	758	Part-of
759	112	Used-for
449	98	Used-for
760	761	Evaluate-for
762	85	Part-of
763	764	Part-of
765	766	Used-for
736	767	Is-a-Prerequisite-of
768	769	Part-of
770	231	Part-of
400	771	Is-a-Prerequisite-of
177	690	Is-a-Prerequisite-of
763	772	Used-for
177	773	Compare
774	775	Used-for
776	364	Used-for
196	11	Is-a-Prerequisite-of
184	626	Evaluate-for
777	70	Used-for
778	41	Used-for
52	346	Used-for
779	2	Evaluate-for
780	95	Conjunction
781	30	Used-for
97	782	Used-for
783	784	Used-for
651	52	Part-of
785	2	Compare
786	787	Part-of
451	788	Evaluate-for
786	789	Compare
790	791	Part-of
792	793	Evaluate-for
794	795	Used-for
796	797	Conjunction
798	703	Is-a-Prerequisite-of
431	799	Used-for
800	2	Evaluate-for
70	308	Is-a-Prerequisite-of
773	801	Evaluate-for
802	464	Part-of
518	803	Part-of
178	804	Evaluate-for
805	303	Part-of
806	98	Evaluate-for
807	808	Is-a-Prerequisite-of
809	810	Used-for
292	811	Is-a-Prerequisite-of
52	384	Part-of
812	813	Part-of
814	815	Evaluate-for
816	817	Part-of
818	301	Hyponym-Of
819	811	Is-a-Prerequisite-of
820	801	Used-for
297	821	Part-of
822	176	Is-a-Prerequisite-of
823	824	Evaluate-for
825	16	Part-of
826	89	Evaluate-for
689	507	Used-for
827	364	Used-for
828	807	Hyponym-Of
751	717	Used-for
648	829	Hyponym-Of
332	830	Part-of
831	481	Is-a-Prerequisite-of
125	613	Evaluate-for
737	832	Used-for
833	51	Evaluate-for
834	835	Evaluate-for
646	70	Used-for
49	836	Hyponym-Of
837	838	Is-a-Prerequisite-of
321	696	Hyponym-Of
839	840	Used-for
841	547	Is-a-Prerequisite-of
842	574	Used-for
843	844	Evaluate-for
418	845	Used-for
846	847	Evaluate-for
848	849	Used-for
451	850	Evaluate-for
671	851	Used-for
852	12	Used-for
853	854	Used-for
661	855	Used-for
856	453	Part-of
224	310	Is-a-Prerequisite-of
295	269	Used-for
211	857	Used-for
335	858	Compare
859	848	Evaluate-for
860	861	Evaluate-for
862	70	Part-of
863	864	Is-a-Prerequisite-of
865	828	Part-of
133	626	Evaluate-for
459	712	Is-a-Prerequisite-of
866	74	Evaluate-for
11	867	Used-for
868	128	Compare
869	374	Conjunction
870	464	Used-for
332	645	Used-for
57	871	Used-for
73	2	Used-for
872	162	Used-for
361	873	Is-a-Prerequisite-of
396	874	Used-for
875	876	Compare
374	297	Hyponym-Of
343	877	Used-for
74	878	Compare
132	879	Compare
880	881	Used-for
882	848	Evaluate-for
177	434	Part-of
99	305	Used-for
883	884	Used-for
508	196	Is-a-Prerequisite-of
119	885	Part-of
886	703	Is-a-Prerequisite-of
153	614	Is-a-Prerequisite-of
887	85	Hyponym-Of
178	888	Used-for
111	889	Hyponym-Of
86	550	Used-for
890	891	Used-for
892	893	Used-for
894	895	Used-for
896	897	Part-of
504	898	Part-of
899	900	Used-for
100	5	Is-a-Prerequisite-of
901	70	Hyponym-Of
902	28	Part-of
576	903	Evaluate-for
831	494	Is-a-Prerequisite-of
904	349	Used-for
532	52	Used-for
59	905	Is-a-Prerequisite-of
906	539	Used-for
907	908	Is-a-Prerequisite-of
909	910	Compare
651	911	Part-of
166	398	Compare
912	16	Evaluate-for
532	913	Used-for
361	914	Conjunction
915	916	Used-for
57	184	Used-for
917	468	Used-for
918	588	Hyponym-Of
919	691	Part-of
81	770	Part-of
920	308	Is-a-Prerequisite-of
921	909	Evaluate-for
922	196	Is-a-Prerequisite-of
144	626	Is-a-Prerequisite-of
923	108	Used-for
924	231	Hyponym-Of
405	925	Part-of
926	927	Used-for
10	550	Is-a-Prerequisite-of
928	688	Part-of
929	930	Used-for
931	932	Used-for
227	274	Part-of
635	933	Used-for
510	57	Hyponym-Of
207	175	Is-a-Prerequisite-of
853	934	Evaluate-for
935	936	Used-for
937	102	Compare
938	939	Used-for
109	940	Evaluate-for
685	16	Used-for
941	292	Is-a-Prerequisite-of
351	942	Part-of
943	56	Used-for
762	944	Used-for
945	946	Hyponym-Of
392	947	Is-a-Prerequisite-of
948	693	Evaluate-for
174	949	Compare
605	878	Part-of
209	950	Is-a-Prerequisite-of
951	952	Used-for
953	111	Part-of
344	954	Compare
734	955	Compare
831	956	Is-a-Prerequisite-of
957	958	Used-for
959	386	Hyponym-Of
960	961	Part-of
238	289	Part-of
916	962	Compare
963	964	Used-for
160	653	Evaluate-for
288	965	Evaluate-for
655	70	Used-for
966	775	Used-for
651	74	Part-of
443	153	Compare
967	51	Evaluate-for
968	627	Evaluate-for
969	970	Evaluate-for
705	971	Compare
615	972	Used-for
973	74	Evaluate-for
122	974	Used-for
975	976	Compare
977	795	Used-for
881	978	Evaluate-for
344	979	Evaluate-for
292	626	Used-for
980	351	Used-for
396	981	Used-for
582	982	Used-for
983	984	Used-for
685	867	Part-of
931	985	Evaluate-for
112	216	Evaluate-for
98	153	Conjunction
371	986	Used-for
81	987	Used-for
323	988	Used-for
989	990	Hyponym-Of
204	991	Evaluate-for
19	992	Part-of
993	994	Part-of
995	667	Is-a-Prerequisite-of
996	997	Used-for
998	92	Used-for
464	626	Evaluate-for
999	74	Part-of
676	1000	Evaluate-for
101	346	Evaluate-for
1001	527	Part-of
1002	867	Used-for
1003	430	Is-a-Prerequisite-of
159	274	Part-of
1004	1005	Used-for
297	690	Is-a-Prerequisite-of
1006	280	Used-for
1007	952	Hyponym-Of
601	480	Used-for
715	92	Hyponym-Of
307	1008	Used-for
1009	1010	Used-for
1011	171	Conjunction
859	153	Used-for
238	1012	Part-of
1013	1014	Used-for
1015	1016	Is-a-Prerequisite-of
267	408	Evaluate-for
1017	115	Used-for
435	1018	Used-for
817	384	Part-of
1019	507	Used-for
1020	1021	Hyponym-Of
1022	2	Used-for
1023	119	Used-for
111	683	Used-for
1024	961	Part-of
576	52	Is-a-Prerequisite-of
958	744	Part-of
320	1025	Part-of
150	1026	Is-a-Prerequisite-of
1027	202	Compare
543	891	Hyponym-Of
1028	600	Used-for
245	1029	Used-for
1030	53	Hyponym-Of
1031	125	Part-of
586	1032	Used-for
449	1033	Hyponym-Of
651	895	Part-of
727	1034	Used-for
1035	1036	Is-a-Prerequisite-of
269	1037	Is-a-Prerequisite-of
111	809	Used-for
1038	108	Used-for
1039	40	Used-for
451	302	Used-for
111	177	Used-for
1040	8	Evaluate-for
186	188	Is-a-Prerequisite-of
1041	1042	Used-for
1043	720	Hyponym-Of
572	1044	Is-a-Prerequisite-of
455	1045	Compare
370	1046	Used-for
355	491	Used-for
109	1047	Evaluate-for
1035	1048	Is-a-Prerequisite-of
170	1049	Evaluate-for
1050	945	Hyponym-Of
11	1051	Part-of
207	784	Is-a-Prerequisite-of
267	162	Evaluate-for
1003	95	Is-a-Prerequisite-of
561	1052	Evaluate-for
449	238	Used-for
661	1053	Used-for
1054	53	Hyponym-Of
425	736	Is-a-Prerequisite-of
1055	1056	Part-of
1057	1058	Used-for
792	1059	Evaluate-for
57	1060	Used-for
63	689	Used-for
1061	280	Used-for
1062	809	Evaluate-for
1063	153	Used-for
1064	550	Part-of
1065	464	Part-of
549	550	Used-for
1066	1067	Used-for
177	517	Evaluate-for
1068	12	Used-for
261	111	Hyponym-Of
1069	1070	Part-of
1071	648	Part-of
574	1072	Evaluate-for
1073	1074	Is-a-Prerequisite-of
443	627	Evaluate-for
1075	27	Evaluate-for
943	1076	Conjunction
1026	1077	Is-a-Prerequisite-of
1078	935	Used-for
1079	277	Used-for
386	1080	Used-for
736	1081	Is-a-Prerequisite-of
1082	194	Part-of
419	141	Is-a-Prerequisite-of
1083	1084	Is-a-Prerequisite-of
153	98	Part-of
49	1085	Used-for
1086	1087	Used-for
1088	1089	Hyponym-Of
1090	685	Compare
508	600	Is-a-Prerequisite-of
59	822	Is-a-Prerequisite-of
931	1091	Used-for
807	543	Is-a-Prerequisite-of
164	786	Is-a-Prerequisite-of
1092	1041	Part-of
20	19	Hyponym-Of
178	495	Used-for
611	1093	Used-for
1094	1095	Part-of
41	1096	Compare
1097	741	Part-of
891	659	Is-a-Prerequisite-of
99	1098	Part-of
162	261	Evaluate-for
142	1099	Used-for
292	89	Part-of
170	1100	Used-for
186	1101	Is-a-Prerequisite-of
211	1102	Used-for
1103	1104	Compare
1105	1106	Used-for
321	1107	Hyponym-Of
814	1108	Part-of
1109	574	Hyponym-Of
16	414	Part-of
425	1110	Used-for
975	1111	Conjunction
1112	1113	Compare
227	1114	Used-for
1090	784	Used-for
156	1115	Part-of
474	1116	Part-of
1117	1118	Used-for
582	1119	Evaluate-for
1120	1077	Is-a-Prerequisite-of
119	868	Used-for
831	225	Is-a-Prerequisite-of
1121	1122	Used-for
1123	520	Evaluate-for
532	1124	Compare
182	1125	Used-for
549	399	Evaluate-for
178	95	Used-for
1073	375	Is-a-Prerequisite-of
1126	1127	Used-for
115	1128	Compare
236	1129	Used-for
710	1130	Used-for
1131	394	Used-for
1132	1133	Evaluate-for
521	1134	Used-for
238	1135	Used-for
140	1136	Used-for
514	89	Part-of
1137	70	Used-for
689	63	Hyponym-Of
196	808	Is-a-Prerequisite-of
1016	1138	Used-for
479	301	Used-for
1139	1070	Used-for
1140	1141	Used-for
1142	1143	Used-for
267	169	Is-a-Prerequisite-of
1144	1145	Evaluate-for
1146	177	Used-for
1147	1148	Hyponym-Of
1149	1150	Used-for
1151	305	Part-of
5	899	Hyponym-Of
527	1152	Evaluate-for
1008	227	Evaluate-for
1153	325	Used-for
158	159	Hyponym-Of
1154	120	Is-a-Prerequisite-of
1155	176	Used-for
605	604	Used-for
891	1156	Evaluate-for
532	1157	Used-for
1142	1158	Used-for
351	1159	Used-for
1160	1161	Is-a-Prerequisite-of
707	333	Used-for
1072	574	Part-of
909	1162	Part-of
527	1163	Compare
881	1164	Part-of
369	1165	Conjunction
891	1166	Evaluate-for
120	1167	Evaluate-for
1168	1169	Used-for
431	1021	Is-a-Prerequisite-of
98	443	Is-a-Prerequisite-of
819	129	Is-a-Prerequisite-of
1170	1171	Is-a-Prerequisite-of
508	542	Is-a-Prerequisite-of
7	613	Conjunction
1172	2	Used-for
1173	27	Part-of
351	1174	Evaluate-for
648	304	Part-of
737	1175	Used-for
570	1176	Used-for
182	776	Used-for
186	1177	Is-a-Prerequisite-of
1178	1179	Part-of
905	1180	Part-of
1181	81	Hyponym-Of
267	952	Used-for
823	745	Used-for
36	346	Used-for
1125	182	Hyponym-Of
378	1182	Part-of
434	85	Conjunction
625	1183	Used-for
1184	685	Used-for
11	443	Used-for
1185	1186	Evaluate-for
208	1187	Is-a-Prerequisite-of
182	1146	Part-of
294	1188	Used-for
1189	1190	Part-of
1191	360	Hyponym-Of
1192	1193	Conjunction
390	889	Compare
656	1194	Compare
1195	162	Used-for
471	1196	Evaluate-for
762	810	Used-for
659	1197	Is-a-Prerequisite-of
95	1198	Evaluate-for
1199	887	Used-for
911	507	Used-for
156	94	Evaluate-for
1200	626	Evaluate-for
1201	1202	Compare
70	1203	Used-for
907	1204	Is-a-Prerequisite-of
174	351	Used-for
1205	561	Hyponym-Of
47	386	Used-for
177	227	Part-of
1206	1207	Is-a-Prerequisite-of
1208	485	Used-for
258	1146	Hyponym-Of
1209	1210	Part-of
27	827	Used-for
451	1211	Evaluate-for
1212	198	Hyponym-Of
521	1213	Used-for
176	1214	Part-of
292	89	Used-for
150	809	Used-for
1215	1070	Hyponym-Of
236	89	Part-of
365	1216	Used-for
158	412	Used-for
386	1217	Evaluate-for
790	1218	Part-of
1219	1220	Compare
1066	1067	Conjunction
510	1221	Used-for
42	1222	Part-of
207	292	Is-a-Prerequisite-of
74	813	Part-of
1223	331	Evaluate-for
111	292	Used-for
1224	860	Used-for
283	933	Evaluate-for
207	1225	Is-a-Prerequisite-of
1226	963	Hyponym-Of
160	1227	Part-of
19	1228	Used-for
1229	867	Part-of
1230	854	Used-for
1231	343	Evaluate-for
59	307	Part-of
802	464	Used-for
949	174	Part-of
1232	28	Part-of
451	1233	Used-for
1234	430	Used-for
1235	593	Evaluate-for
1236	1237	Is-a-Prerequisite-of
434	1238	Used-for
1239	952	Hyponym-Of
1240	1241	Part-of
386	1242	Used-for
661	1243	Used-for
661	1244	Is-a-Prerequisite-of
1245	245	Used-for
1246	619	Hyponym-Of
451	539	Part-of
464	1247	Part-of
28	1248	Evaluate-for
620	70	Used-for
163	1249	Is-a-Prerequisite-of
160	21	Hyponym-Of
59	543	Is-a-Prerequisite-of
1250	1251	Evaluate-for
133	1252	Part-of
1253	177	Part-of
1254	443	Compare
1255	128	Used-for
1256	129	Part-of
1103	97	Used-for
521	520	Part-of
98	1257	Compare
706	1258	Used-for
1259	1260	Hyponym-Of
129	1261	Is-a-Prerequisite-of
1262	1263	Conjunction
1137	1264	Used-for
265	1265	Used-for
1199	1266	Is-a-Prerequisite-of
443	527	Used-for
1267	776	Evaluate-for
775	85	Used-for
384	1268	Used-for
351	1269	Used-for
19	1270	Is-a-Prerequisite-of
174	1092	Evaluate-for
1271	550	Is-a-Prerequisite-of
396	98	Used-for
144	1272	Used-for
1273	307	Used-for
49	1274	Used-for
174	351	Evaluate-for
358	1073	Is-a-Prerequisite-of
357	1275	Part-of
1276	46	Evaluate-for
11	1277	Used-for
1278	1127	Evaluate-for
445	160	Part-of
1279	1280	Evaluate-for
762	690	Is-a-Prerequisite-of
59	463	Is-a-Prerequisite-of
839	1281	Used-for
1282	112	Part-of
1283	627	Evaluate-for
572	771	Is-a-Prerequisite-of
1284	182	Hyponym-Of
102	182	Hyponym-Of
1285	1286	Hyponym-Of
130	245	Hyponym-Of
440	111	Hyponym-Of
151	514	Evaluate-for
1287	374	Used-for
582	1288	Used-for
164	1289	Used-for
640	1290	Used-for
196	950	Is-a-Prerequisite-of
238	1291	Part-of
1292	1293	Hyponym-Of
1294	1295	Part-of
1296	1297	Compare
659	52	Used-for
1298	1299	Evaluate-for
1122	255	Is-a-Prerequisite-of
300	1300	Hyponym-Of
177	1301	Evaluate-for
562	1302	Evaluate-for
390	70	Hyponym-Of
49	1221	Used-for
679	458	Used-for
1303	361	Hyponym-Of
384	56	Used-for
1304	74	Used-for
1305	645	Is-a-Prerequisite-of
708	361	Is-a-Prerequisite-of
1306	1307	Used-for
1308	1309	Used-for
1310	776	Used-for
523	626	Is-a-Prerequisite-of
1311	868	Compare
307	1250	Part-of
1312	685	Part-of
1313	574	Used-for
816	307	Part-of
1314	231	Hyponym-Of
453	1315	Used-for
510	409	Used-for
1205	529	Used-for
567	16	Used-for
1316	153	Used-for
1317	1318	Used-for
258	163	Used-for
1319	331	Part-of
297	1320	Is-a-Prerequisite-of
176	198	Is-a-Prerequisite-of
1321	66	Evaluate-for
803	933	Used-for
1322	248	Hyponym-Of
280	1323	Used-for
1324	56	Is-a-Prerequisite-of
1272	1325	Used-for
907	1326	Evaluate-for
435	1327	Part-of
30	1328	Conjunction
696	70	Is-a-Prerequisite-of
1015	89	Evaluate-for
95	1329	Evaluate-for
1201	1330	Compare
1331	550	Used-for
434	405	Conjunction
63	762	Used-for
358	70	Is-a-Prerequisite-of
1332	1333	Compare
504	1334	Compare
207	527	Is-a-Prerequisite-of
1335	431	Hyponym-Of
81	1181	Hyponym-Of
860	1336	Used-for
306	58	Used-for
1337	1242	Part-of
514	1338	Evaluate-for
720	1339	Used-for
1340	639	Hyponym-Of
98	1341	Hyponym-Of
309	1342	Used-for
1343	619	Hyponym-Of
1344	935	Used-for
1345	1346	Used-for
328	1347	Evaluate-for
1348	159	Part-of
1349	1350	Evaluate-for
1351	245	Part-of
1272	1070	Used-for
1352	347	Part-of
132	1353	Compare
512	304	Part-of
825	162	Part-of
816	1354	Part-of
816	1355	Used-for
776	1356	Used-for
1357	566	Part-of
661	1358	Used-for
892	1272	Part-of
1359	1000	Evaluate-for
1360	1361	Is-a-Prerequisite-of
400	1362	Is-a-Prerequisite-of
576	347	Part-of
958	368	Part-of
1363	336	Is-a-Prerequisite-of
494	1364	Is-a-Prerequisite-of
1120	1365	Is-a-Prerequisite-of
136	347	Part-of
1366	1367	Is-a-Prerequisite-of
907	1368	Used-for
